model,model_slug,layer,head,factual_accuracy_pct,factual_preference_pct_points,head_group
LLaVA-NeXT,llava-next,16,4,46.788990497589126,-3.2110095024108802,Other
LLaVA-NeXT,llava-next,16,5,54.35779690742491,4.35779690742492,Other
LLaVA-NeXT,llava-next,16,6,56.65137469768524,6.65137469768524,Other
LLaVA-NeXT,llava-next,16,7,46.100914478302016,-3.8990855216979896,Other
LLaVA-NeXT,llava-next,16,8,47.01834917068482,-2.98165082931518,Other
LLaVA-NeXT,llava-next,16,9,57.798165082931504,7.798165082931511,Other
LLaVA-NeXT,llava-next,16,10,45.41284441947937,-4.58715558052063,Other
LLaVA-NeXT,llava-next,16,11,41.97247624397278,-8.02752375602722,Other
LLaVA-NeXT,llava-next,16,12,46.33027315139771,-3.66972684860229,Other
LLaVA-NeXT,llava-next,16,13,54.81651425361633,4.81651425361633,Other
LLaVA-NeXT,llava-next,16,14,43.57798099517823,-6.42201900482177,Other
LLaVA-NeXT,llava-next,16,15,50.917431712150574,0.91743171215057,Other
LLaVA-NeXT,llava-next,16,16,42.201834917068496,-7.798165082931511,Other
LLaVA-NeXT,llava-next,16,17,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,16,18,50.68807303905487,0.68807303905487,Other
LLaVA-NeXT,llava-next,16,19,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,16,20,51.14679038524626,1.14679038524627,Other
LLaVA-NeXT,llava-next,16,21,47.477066516876235,-2.52293348312377,Other
LLaVA-NeXT,llava-next,16,22,41.284406185150154,-8.71559381484985,Other
LLaVA-NeXT,llava-next,16,23,55.96330165863037,5.963301658630369,Other
LLaVA-NeXT,llava-next,16,24,52.522936463356004,2.52293646335601,Other
LLaVA-NeXT,llava-next,16,25,47.477066516876235,-2.52293348312377,Other
LLaVA-NeXT,llava-next,16,26,50.0,-0.0,Other
LLaVA-NeXT,llava-next,16,27,51.605504751205444,1.6055047512054401,Other
LLaVA-NeXT,llava-next,16,28,56.65137469768524,6.65137469768524,Other
LLaVA-NeXT,llava-next,16,29,38.9908254146576,-11.0091745853424,Other
LLaVA-NeXT,llava-next,16,30,46.788990497589126,-3.2110095024108802,Other
LLaVA-NeXT,llava-next,16,31,47.477066516876235,-2.52293348312377,Other
LLaVA-NeXT,llava-next,17,0,40.82568883895874,-9.17431116104126,Other
LLaVA-NeXT,llava-next,17,1,59.17431116104126,9.17431116104126,Other
LLaVA-NeXT,llava-next,17,2,53.44036817550659,3.4403681755065896,Other
LLaVA-NeXT,llava-next,17,3,44.03669834136963,-5.963301658630369,Other
LLaVA-NeXT,llava-next,17,4,52.293577790260315,2.29357779026031,Other
LLaVA-NeXT,llava-next,17,5,55.04587292671202,5.04587292671203,Other
LLaVA-NeXT,llava-next,17,6,54.35779690742491,4.35779690742492,Other
LLaVA-NeXT,llava-next,17,7,49.311923980712905,-0.6880760192871,Other
LLaVA-NeXT,llava-next,17,8,54.35779690742491,4.35779690742492,Other
LLaVA-NeXT,llava-next,17,9,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,17,10,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,17,11,54.58715558052063,4.58715558052063,Other
LLaVA-NeXT,llava-next,17,12,52.981650829315186,2.98165082931518,Other
LLaVA-NeXT,llava-next,17,13,52.293577790260315,2.29357779026031,Other
LLaVA-NeXT,llava-next,17,14,42.889910936355605,-7.110089063644399,Other
LLaVA-NeXT,llava-next,17,15,51.14679038524626,1.14679038524627,Other
LLaVA-NeXT,llava-next,17,16,50.917431712150574,0.91743171215057,Other
LLaVA-NeXT,llava-next,17,17,46.55963182449341,-3.4403681755065896,Other
LLaVA-NeXT,llava-next,17,18,52.75229215621948,2.75229215621948,Other
LLaVA-NeXT,llava-next,17,19,60.550457239151,10.550457239151,Factual
LLaVA-NeXT,llava-next,17,20,58.71559679508209,8.715596795082089,Other
LLaVA-NeXT,llava-next,17,21,52.293577790260315,2.29357779026031,Other
LLaVA-NeXT,llava-next,17,22,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,17,23,52.75229215621948,2.75229215621948,Other
LLaVA-NeXT,llava-next,17,24,55.96330165863037,5.963301658630369,Other
LLaVA-NeXT,llava-next,17,25,45.41284441947937,-4.58715558052063,Other
LLaVA-NeXT,llava-next,17,26,53.44036817550659,3.4403681755065896,Other
LLaVA-NeXT,llava-next,17,27,52.06421911716461,2.06421911716461,Other
LLaVA-NeXT,llava-next,17,28,50.0,-0.0,Other
LLaVA-NeXT,llava-next,17,29,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,17,30,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,17,31,46.788990497589126,-3.2110095024108802,Other
LLaVA-NeXT,llava-next,18,0,49.770641326904304,-0.22935867309570002,Other
LLaVA-NeXT,llava-next,18,1,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,18,2,45.64220309257508,-4.35779690742492,Other
LLaVA-NeXT,llava-next,18,3,44.03669834136963,-5.963301658630369,Other
LLaVA-NeXT,llava-next,18,4,48.62385392189026,-1.37614607810974,Other
LLaVA-NeXT,llava-next,18,5,52.06421911716461,2.06421911716461,Other
LLaVA-NeXT,llava-next,18,6,51.14679038524626,1.14679038524627,Other
LLaVA-NeXT,llava-next,18,7,55.04587292671202,5.04587292671203,Other
LLaVA-NeXT,llava-next,18,8,50.917431712150574,0.91743171215057,Other
LLaVA-NeXT,llava-next,18,9,53.899082541465745,3.8990825414657504,Other
LLaVA-NeXT,llava-next,18,10,52.981650829315186,2.98165082931518,Other
LLaVA-NeXT,llava-next,18,11,54.58715558052063,4.58715558052063,Other
LLaVA-NeXT,llava-next,18,12,26.834863424301147,-23.16513657569885,Counterfactual
LLaVA-NeXT,llava-next,18,13,43.11926364898682,-6.880736351013179,Other
LLaVA-NeXT,llava-next,18,14,51.14679038524626,1.14679038524627,Other
LLaVA-NeXT,llava-next,18,15,55.504587292671204,5.5045872926712,Other
LLaVA-NeXT,llava-next,18,16,48.16513657569886,-1.83486342430114,Other
LLaVA-NeXT,llava-next,18,17,48.62385392189026,-1.37614607810974,Other
LLaVA-NeXT,llava-next,18,18,57.110092043876634,7.11009204387664,Other
LLaVA-NeXT,llava-next,18,19,41.74311757087708,-8.256882429122921,Other
LLaVA-NeXT,llava-next,18,20,52.522936463356004,2.52293646335601,Other
LLaVA-NeXT,llava-next,18,21,51.37614607810974,1.37614607810974,Other
LLaVA-NeXT,llava-next,18,22,50.45871436595915,0.45871436595916004,Other
LLaVA-NeXT,llava-next,18,23,50.0,-0.0,Other
LLaVA-NeXT,llava-next,18,24,49.5412826538086,-0.45871734619140003,Other
LLaVA-NeXT,llava-next,18,25,50.0,-0.0,Other
LLaVA-NeXT,llava-next,18,26,50.68807303905487,0.68807303905487,Other
LLaVA-NeXT,llava-next,18,27,49.08257126808167,-0.91742873191833,Other
LLaVA-NeXT,llava-next,18,28,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,18,29,46.33027315139771,-3.66972684860229,Other
LLaVA-NeXT,llava-next,18,30,44.26605701446534,-5.73394298553466,Other
LLaVA-NeXT,llava-next,18,31,45.64220309257508,-4.35779690742492,Other
LLaVA-NeXT,llava-next,19,0,54.58715558052063,4.58715558052063,Other
LLaVA-NeXT,llava-next,19,1,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,19,2,51.83486342430113,1.83486342430114,Other
LLaVA-NeXT,llava-next,19,3,53.66972386837004,3.66972386837005,Other
LLaVA-NeXT,llava-next,19,4,40.36697149276734,-9.63302850723266,Other
LLaVA-NeXT,llava-next,19,5,37.614679336547866,-12.38532066345214,Other
LLaVA-NeXT,llava-next,19,6,46.788990497589126,-3.2110095024108802,Other
LLaVA-NeXT,llava-next,19,7,48.39449524879456,-1.6055047512054401,Other
LLaVA-NeXT,llava-next,19,8,30.96330165863037,-19.03669834136963,Counterfactual
LLaVA-NeXT,llava-next,19,9,22.706419229507453,-27.293580770492547,Counterfactual
LLaVA-NeXT,llava-next,19,10,69.03669834136963,19.03669834136963,Factual
LLaVA-NeXT,llava-next,19,11,41.05504751205445,-8.94495248794555,Other
LLaVA-NeXT,llava-next,19,12,41.284406185150154,-8.71559381484985,Other
LLaVA-NeXT,llava-next,19,13,54.35779690742491,4.35779690742492,Other
LLaVA-NeXT,llava-next,19,14,45.41284441947937,-4.58715558052063,Other
LLaVA-NeXT,llava-next,19,15,54.81651425361633,4.81651425361633,Other
LLaVA-NeXT,llava-next,19,16,40.82568883895874,-9.17431116104126,Other
LLaVA-NeXT,llava-next,19,17,53.44036817550659,3.4403681755065896,Other
LLaVA-NeXT,llava-next,19,18,40.59633016586304,-9.40366983413696,Other
LLaVA-NeXT,llava-next,19,19,61.00917458534239,11.0091745853424,Factual
LLaVA-NeXT,llava-next,19,20,47.24770784378052,-2.75229215621948,Other
LLaVA-NeXT,llava-next,19,21,48.62385392189026,-1.37614607810974,Other
LLaVA-NeXT,llava-next,19,22,47.477066516876235,-2.52293348312377,Other
LLaVA-NeXT,llava-next,19,23,50.0,-0.0,Other
LLaVA-NeXT,llava-next,19,24,46.100914478302016,-3.8990855216979896,Other
LLaVA-NeXT,llava-next,19,25,48.16513657569886,-1.83486342430114,Other
LLaVA-NeXT,llava-next,19,26,51.14679038524626,1.14679038524627,Other
LLaVA-NeXT,llava-next,19,27,54.58715558052063,4.58715558052063,Other
LLaVA-NeXT,llava-next,19,28,51.83486342430113,1.83486342430114,Other
LLaVA-NeXT,llava-next,19,29,39.678901433944716,-10.321098566055289,Other
LLaVA-NeXT,llava-next,19,30,33.027523756027236,-16.97247624397277,Other
LLaVA-NeXT,llava-next,19,31,50.45871436595915,0.45871436595916004,Other
LLaVA-NeXT,llava-next,20,0,52.981650829315186,2.98165082931518,Other
LLaVA-NeXT,llava-next,20,1,50.45871436595915,0.45871436595916004,Other
LLaVA-NeXT,llava-next,20,2,52.981650829315186,2.98165082931518,Other
LLaVA-NeXT,llava-next,20,3,48.39449524879456,-1.6055047512054401,Other
LLaVA-NeXT,llava-next,20,4,52.293577790260315,2.29357779026031,Other
LLaVA-NeXT,llava-next,20,5,48.16513657569886,-1.83486342430114,Other
LLaVA-NeXT,llava-next,20,6,40.36697149276734,-9.63302850723266,Other
LLaVA-NeXT,llava-next,20,7,51.14679038524626,1.14679038524627,Other
LLaVA-NeXT,llava-next,20,8,50.68807303905487,0.68807303905487,Other
LLaVA-NeXT,llava-next,20,9,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,20,10,49.08257126808167,-0.91742873191833,Other
LLaVA-NeXT,llava-next,20,11,47.477066516876235,-2.52293348312377,Other
LLaVA-NeXT,llava-next,20,12,48.39449524879456,-1.6055047512054401,Other
LLaVA-NeXT,llava-next,20,13,55.73394596576689,5.7339459657669,Other
LLaVA-NeXT,llava-next,20,14,30.96330165863037,-19.03669834136963,Counterfactual
LLaVA-NeXT,llava-next,20,15,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,20,16,44.95412707328797,-5.04587292671203,Other
LLaVA-NeXT,llava-next,20,17,29.58715558052063,-20.41284441947937,Counterfactual
LLaVA-NeXT,llava-next,20,18,42.43119359016419,-7.56880640983581,Other
LLaVA-NeXT,llava-next,20,19,57.798165082931504,7.798165082931511,Other
LLaVA-NeXT,llava-next,20,20,61.00917458534239,11.0091745853424,Factual
LLaVA-NeXT,llava-next,20,21,37.614679336547866,-12.38532066345214,Other
LLaVA-NeXT,llava-next,20,22,65.13761579990387,15.13761579990387,Factual
LLaVA-NeXT,llava-next,20,23,35.09174585342409,-14.908254146575919,Other
LLaVA-NeXT,llava-next,20,24,52.293577790260315,2.29357779026031,Other
LLaVA-NeXT,llava-next,20,25,53.899082541465745,3.8990825414657504,Other
LLaVA-NeXT,llava-next,20,26,41.74311757087708,-8.256882429122921,Other
LLaVA-NeXT,llava-next,20,27,49.5412826538086,-0.45871734619140003,Other
LLaVA-NeXT,llava-next,20,28,34.633028507232666,-15.36697149276733,Other
LLaVA-NeXT,llava-next,20,29,57.568806409835815,7.56880640983581,Other
LLaVA-NeXT,llava-next,20,30,47.01834917068482,-2.98165082931518,Other
LLaVA-NeXT,llava-next,20,31,49.08257126808167,-0.91742873191833,Other
LLaVA-NeXT,llava-next,21,0,46.100914478302016,-3.8990855216979896,Other
LLaVA-NeXT,llava-next,21,1,50.45871436595915,0.45871436595916004,Other
LLaVA-NeXT,llava-next,21,2,45.18348574638367,-4.81651425361633,Other
LLaVA-NeXT,llava-next,21,3,46.33027315139771,-3.66972684860229,Other
LLaVA-NeXT,llava-next,21,4,44.49541568756104,-5.50458431243896,Other
LLaVA-NeXT,llava-next,21,5,46.33027315139771,-3.66972684860229,Other
LLaVA-NeXT,llava-next,21,6,63.532111048698425,13.53211104869842,Factual
LLaVA-NeXT,llava-next,21,7,28.669726848602302,-21.330273151397698,Counterfactual
LLaVA-NeXT,llava-next,21,8,50.917431712150574,0.91743171215057,Other
LLaVA-NeXT,llava-next,21,9,55.504587292671204,5.5045872926712,Other
LLaVA-NeXT,llava-next,21,10,52.293577790260315,2.29357779026031,Other
LLaVA-NeXT,llava-next,21,11,37.15596199035645,-12.84403800964355,Other
LLaVA-NeXT,llava-next,21,12,50.68807303905487,0.68807303905487,Other
LLaVA-NeXT,llava-next,21,13,54.12844121456146,4.128441214561461,Other
LLaVA-NeXT,llava-next,21,14,50.45871436595915,0.45871436595916004,Other
LLaVA-NeXT,llava-next,21,15,52.981650829315186,2.98165082931518,Other
LLaVA-NeXT,llava-next,21,16,48.39449524879456,-1.6055047512054401,Other
LLaVA-NeXT,llava-next,21,17,55.504587292671204,5.5045872926712,Other
LLaVA-NeXT,llava-next,21,18,46.100914478302016,-3.8990855216979896,Other
LLaVA-NeXT,llava-next,21,19,43.80733966827393,-6.19266033172607,Other
LLaVA-NeXT,llava-next,21,20,44.03669834136963,-5.963301658630369,Other
LLaVA-NeXT,llava-next,21,21,61.467888951301575,11.467888951301571,Factual
LLaVA-NeXT,llava-next,21,22,47.01834917068482,-2.98165082931518,Other
LLaVA-NeXT,llava-next,21,23,46.100914478302016,-3.8990855216979896,Other
LLaVA-NeXT,llava-next,21,24,47.477066516876235,-2.52293348312377,Other
LLaVA-NeXT,llava-next,21,25,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,21,26,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,21,27,48.39449524879456,-1.6055047512054401,Other
LLaVA-NeXT,llava-next,21,28,56.65137469768524,6.65137469768524,Other
LLaVA-NeXT,llava-next,21,29,46.33027315139771,-3.66972684860229,Other
LLaVA-NeXT,llava-next,21,30,52.293577790260315,2.29357779026031,Other
LLaVA-NeXT,llava-next,21,31,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,22,0,54.81651425361633,4.81651425361633,Other
LLaVA-NeXT,llava-next,22,1,50.45871436595915,0.45871436595916004,Other
LLaVA-NeXT,llava-next,22,2,49.5412826538086,-0.45871734619140003,Other
LLaVA-NeXT,llava-next,22,3,51.37614607810974,1.37614607810974,Other
LLaVA-NeXT,llava-next,22,4,44.95412707328797,-5.04587292671203,Other
LLaVA-NeXT,llava-next,22,5,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,22,6,46.100914478302016,-3.8990855216979896,Other
LLaVA-NeXT,llava-next,22,7,48.62385392189026,-1.37614607810974,Other
LLaVA-NeXT,llava-next,22,8,40.137612819671645,-9.86238718032836,Other
LLaVA-NeXT,llava-next,22,9,51.37614607810974,1.37614607810974,Other
LLaVA-NeXT,llava-next,22,10,53.44036817550659,3.4403681755065896,Other
LLaVA-NeXT,llava-next,22,11,51.14679038524626,1.14679038524627,Other
LLaVA-NeXT,llava-next,22,12,50.917431712150574,0.91743171215057,Other
LLaVA-NeXT,llava-next,22,13,50.68807303905487,0.68807303905487,Other
LLaVA-NeXT,llava-next,22,14,52.06421911716461,2.06421911716461,Other
LLaVA-NeXT,llava-next,22,15,46.33027315139771,-3.66972684860229,Other
LLaVA-NeXT,llava-next,22,16,46.100914478302016,-3.8990855216979896,Other
LLaVA-NeXT,llava-next,22,17,42.43119359016419,-7.56880640983581,Other
LLaVA-NeXT,llava-next,22,18,47.24770784378052,-2.75229215621948,Other
LLaVA-NeXT,llava-next,22,19,48.39449524879456,-1.6055047512054401,Other
LLaVA-NeXT,llava-next,22,20,38.30274939537049,-11.69725060462951,Other
LLaVA-NeXT,llava-next,22,21,57.798165082931504,7.798165082931511,Other
LLaVA-NeXT,llava-next,22,22,49.311923980712905,-0.6880760192871,Other
LLaVA-NeXT,llava-next,22,23,56.65137469768524,6.65137469768524,Other
LLaVA-NeXT,llava-next,22,24,47.477066516876235,-2.52293348312377,Other
LLaVA-NeXT,llava-next,22,25,50.45871436595915,0.45871436595916004,Other
LLaVA-NeXT,llava-next,22,26,48.39449524879456,-1.6055047512054401,Other
LLaVA-NeXT,llava-next,22,27,52.522936463356004,2.52293646335601,Other
LLaVA-NeXT,llava-next,22,28,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,22,29,60.779815912246704,10.7798159122467,Factual
LLaVA-NeXT,llava-next,22,30,40.82568883895874,-9.17431116104126,Other
LLaVA-NeXT,llava-next,22,31,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,23,0,50.68807303905487,0.68807303905487,Other
LLaVA-NeXT,llava-next,23,1,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,23,2,55.504587292671204,5.5045872926712,Other
LLaVA-NeXT,llava-next,23,3,46.55963182449341,-3.4403681755065896,Other
LLaVA-NeXT,llava-next,23,4,51.14679038524626,1.14679038524627,Other
LLaVA-NeXT,llava-next,23,5,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,23,6,47.24770784378052,-2.75229215621948,Other
LLaVA-NeXT,llava-next,23,7,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,23,8,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,23,9,53.44036817550659,3.4403681755065896,Other
LLaVA-NeXT,llava-next,23,10,48.16513657569886,-1.83486342430114,Other
LLaVA-NeXT,llava-next,23,11,50.917431712150574,0.91743171215057,Other
LLaVA-NeXT,llava-next,23,12,53.44036817550659,3.4403681755065896,Other
LLaVA-NeXT,llava-next,23,13,47.70641922950745,-2.2935807704925497,Other
LLaVA-NeXT,llava-next,23,14,56.880733370780945,6.88073337078094,Other
LLaVA-NeXT,llava-next,23,15,56.192660331726074,6.19266033172607,Other
LLaVA-NeXT,llava-next,23,16,49.770641326904304,-0.22935867309570002,Other
LLaVA-NeXT,llava-next,23,17,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,23,18,51.605504751205444,1.6055047512054401,Other
LLaVA-NeXT,llava-next,23,19,53.211009502410874,3.2110095024108802,Other
LLaVA-NeXT,llava-next,23,20,43.80733966827393,-6.19266033172607,Other
LLaVA-NeXT,llava-next,23,21,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,23,22,51.83486342430113,1.83486342430114,Other
LLaVA-NeXT,llava-next,23,23,53.899082541465745,3.8990825414657504,Other
LLaVA-NeXT,llava-next,23,24,49.5412826538086,-0.45871734619140003,Other
LLaVA-NeXT,llava-next,23,25,55.2752286195755,5.2752286195755,Other
LLaVA-NeXT,llava-next,23,26,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,23,27,52.522936463356004,2.52293646335601,Other
LLaVA-NeXT,llava-next,23,28,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,23,29,45.64220309257508,-4.35779690742492,Other
LLaVA-NeXT,llava-next,23,30,51.37614607810974,1.37614607810974,Other
LLaVA-NeXT,llava-next,23,31,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,24,0,44.03669834136963,-5.963301658630369,Other
LLaVA-NeXT,llava-next,24,1,49.311923980712905,-0.6880760192871,Other
